Japan,India,China,Australia,date
111.7,64.55,6.8672,1.3394,2017-05-25
111.3,64.5,6.8525,1.3441,2017-05-26
110.68,64.66,6.8525,1.3396,2017-05-30
110.71,64.5,6.8098,1.3446,2017-05-31
111.24,64.39,6.8029,1.3537,2017-06-01
110.49,64.41,6.8085,1.3439,2017-06-02
110.49,64.34,6.803,1.3371,2017-06-05
109.34,64.42,6.7945,1.3308,2017-06-06
109.54,64.39,6.7935,1.3245,2017-06-07
110.1,64.24,6.799,1.3257,2017-06-08
110.61,64.24,6.797,1.3277,2017-06-09
109.72,64.48,6.7974,1.3264,2017-06-12
110.12,64.33,6.7981,1.3263,2017-06-13
109.16,64.23,6.7888,1.3125,2017-06-14
110.66,64.58,6.8061,1.3189,2017-06-15
110.84,64.5,6.8097,1.312,2017-06-16
111.34,64.45,6.818,1.3149,2017-06-19
111.46,64.54,6.8285,1.3201,2017-06-20
111.58,64.52,6.8275,1.3247,2017-06-21
111.36,64.6,6.8275,1.3259,2017-06-22
111.26,64.47,6.8345,1.3196,2017-06-23
111.48,64.43,6.8382,1.3175,2017-06-26
112.42,64.47,6.81,1.3179,2017-06-27
112.18,64.55,6.7984,1.3092,2017-06-28
112.32,64.66,6.784,1.3021,2017-06-29
112.4,64.62,6.7793,1.3028,2017-06-30
113.32,64.84,6.7984,1.3068,2017-07-03
113.2,64.8,6.7995,1.3179,2017-07-05
113.28,64.72,6.799,1.3186,2017-07-06
114.1,64.62,6.8039,1.316,2017-07-07
114.08,64.45,6.8026,1.316,2017-07-10
114.2,64.54,6.801,1.3134,2017-07-11
113.19,64.53,6.7865,1.3033,2017-07-12
113.39,64.46,6.7825,1.294,2017-07-13
112.66,64.38,6.7741,1.2799,2017-07-14
112.76,64.34,6.769,1.2802,2017-07-17
111.89,64.32,6.7451,1.2621,2017-07-18
111.77,64.24,6.7511,1.2585,2017-07-19
111.68,64.37,6.757,1.2566,2017-07-20
111.18,64.38,6.7663,1.2641,2017-07-21
111.1,64.39,6.7488,1.2617,2017-07-24
111.57,64.38,6.7495,1.258,2017-07-25
112.1,64.32,6.753,1.2623,2017-07-26
111.62,64.11,6.741,1.256,2017-07-27
110.87,64.11,6.7362,1.2514,2017-07-28
110.38,64.18,6.724,1.2519,2017-07-31
110.33,64.06,6.717,1.2541,2017-08-01
110.43,63.64,6.72,1.2527,2017-08-02
110.12,63.67,6.715,1.2587,2017-08-03
110.76,63.64,6.7272,1.262,2017-08-04
110.76,63.83,6.7207,1.265,2017-08-07
110.74,63.69,6.7049,1.265,2017-08-08
110.04,63.86,6.672,1.2703,2017-08-09
109.37,64.05,6.646,1.2677,2017-08-10
109.06,64.14,6.6612,1.269,2017-08-11
109.48,64.08,6.6695,1.2716,2017-08-14
110.42,64.12,6.6845,1.2784,2017-08-15
110.8,64.16,6.69,1.2687,2017-08-16
109.88,64.15,6.673,1.2629,2017-08-17
109.32,64.1,6.67,1.2606,2017-08-18
108.89,64.1,6.663,1.2601,2017-08-21
109.4,64.07,6.66,1.2637,2017-08-22
109.14,64.04,6.6569,1.2669,2017-08-23
109.34,64.04,6.66,1.265,2017-08-24
109.24,64,6.6465,1.2612,2017-08-25
109.22,63.9,6.6084,1.2569,2017-08-28
109.02,64.02,6.5945,1.2542,2017-08-29
110.2,63.98,6.5918,1.265,2017-08-30
110.06,63.93,6.5888,1.2607,2017-08-31
110.09,64.02,6.5552,1.2531,2017-09-01
108.94,64.12,6.5345,1.2484,2017-09-05
108.75,64.06,6.5221,1.2475,2017-09-06
108.26,64.01,6.483,1.2441,2017-09-07
107.72,63.78,6.4773,1.239,2017-09-08
109.03,63.93,6.5254,1.2463,2017-09-11
110.01,64.03,6.5334,1.2435,2017-09-12
110.58,64,6.54,1.252,2017-09-13
110.66,64.12,6.552,1.2531,2017-09-14
110.84,64.1,6.55,1.2489,2017-09-15
111.48,64.15,6.5725,1.2553,2017-09-18
111.49,64.3,6.58,1.2478,2017-09-19
111.5,64.29,6.57,1.2392,2017-09-20
112.3,64.8,6.5861,1.2594,2017-09-21
112.01,64.79,6.5899,1.2539,2017-09-22
111.64,65.12,6.6189,1.2599,2017-09-25
112.16,65.46,6.6371,1.269,2017-09-26
112.76,65.71,6.64,1.2713,2017-09-27
112.66,65.46,6.6591,1.277,2017-09-28
112.64,65.3,6.6533,1.2755,2017-09-29
112.6,65.28,6.6533,1.278,2017-10-02
112.8,65.48,6.6533,1.2775,2017-10-03
112.84,65.02,6.6533,1.2729,2017-10-04
112.74,65.14,6.6533,1.2821,2017-10-05
112.68,65.39,6.6533,1.2878,2017-10-06
112.15,65.24,6.5712,1.284,2017-10-10
112.35,65.15,6.587,1.2852,2017-10-11
112.38,65.05,6.5855,1.2776,2017-10-12
111.94,64.7,6.5785,1.2682,2017-10-13
111.72,64.7,6.5885,1.2724,2017-10-16
112.32,65.02,6.622,1.2767,2017-10-17
112.94,65.06,6.625,1.2758,2017-10-18
112.54,64.99,6.6126,1.2694,2017-10-19
113.5,65.03,6.6185,1.2801,2017-10-20
113.66,65.02,6.638,1.2809,2017-10-23
113.92,65.1,6.6335,1.2853,2017-10-24
113.7,64.92,6.635,1.2997,2017-10-25
113.72,64.84,6.6392,1.3007,2017-10-26
113.82,65.04,6.6498,1.3055,2017-10-27
113.26,64.83,6.6498,1.3024,2017-10-30
113.63,64.75,6.6328,1.3041,2017-10-31
114.04,64.56,6.6018,1.3028,2017-11-01
113.84,64.57,6.6068,1.295,2017-11-02
114.25,64.56,6.636,1.3072,2017-11-03
113.9,64.62,6.6311,1.3033,2017-11-06
113.9,65.03,6.638,1.3094,2017-11-07
113.62,64.94,6.6249,1.3026,2017-11-08
113.4,64.96,6.6378,1.3041,2017-11-09
113.62,65.46,6.6385,1.312,2017-11-13
113.5,65.41,6.635,1.311,2017-11-14
113.15,65.26,6.62,1.32,2017-11-15
112.89,65.32,6.6273,1.3175,2017-11-16
111.98,65.01,6.6245,1.3222,2017-11-17
112.49,65.1,6.6245,1.3243,2017-11-20
112.46,64.91,6.6265,1.3189,2017-11-21
111.62,64.87,6.6086,1.3173,2017-11-22
111.54,64.67,6.5998,1.3125,2017-11-24
111,64.47,6.5967,1.3149,2017-11-27
111.13,64.4,6.6044,1.3129,2017-11-28
111.75,64.29,6.6091,1.3207,2017-11-29
112.3,64.46,6.609,1.3207,2017-11-30
111.88,64.5,6.6137,1.3116,2017-12-01
112.8,64.36,6.6185,1.3161,2017-12-04
112.76,64.38,6.617,1.3148,2017-12-05
112.32,64.53,6.6136,1.3219,2017-12-06
112.7,64.57,6.6173,1.3287,2017-12-07
113.55,64.43,6.6199,1.3321,2017-12-08
113.34,64.35,6.6175,1.3263,2017-12-11
113.62,64.39,6.621,1.3245,2017-12-12
113.19,64.45,6.6171,1.3149,2017-12-13
112.56,64.36,6.6091,1.3034,2017-12-14
112.68,64.04,6.6088,1.3079,2017-12-15
112.4,64.23,6.6088,1.3029,2017-12-18
112.98,64.02,6.6088,1.3068,2017-12-19
113.29,64.11,6.5771,1.3033,2017-12-20
113.42,64.02,6.5833,1.2982,2017-12-21
113.3,64.02,6.575,1.2965,2017-12-22
113.2,64.08,6.5429,1.294,2017-12-26
113.28,64.15,6.556,1.2867,2017-12-27
112.85,64.07,6.5322,1.2832,2017-12-28
112.69,63.83,6.5063,1.2796,2017-12-29
112.18,63.46,6.491,1.2781,2018-01-02
112.28,63.5,6.501,1.2755,2018-01-03
112.78,63.4,6.4915,1.2729,2018-01-04
113.18,63.38,6.4875,1.2724,2018-01-05
113.08,63.48,6.497,1.2758,2018-01-08
112.57,63.66,6.5263,1.2784,2018-01-09
111.48,63.58,6.5055,1.2753,2018-01-10
111.35,63.65,6.4956,1.2682,2018-01-11
111.23,63.61,6.4607,1.2681,2018-01-12
110.74,64.01,6.4395,1.2566,2018-01-16
110.81,63.88,6.433,1.2528,2018-01-17
110.88,63.87,6.4175,1.2511,2018-01-18
110.56,63.84,6.399,1.2498,2018-01-19
111.15,63.88,6.4035,1.2494,2018-01-22
110.46,63.76,6.4,1.2525,2018-01-23
109.15,63.69,6.365,1.2398,2018-01-24
108.7,63.52,6.3189,1.2362,2018-01-25
108.38,63.58,6.3199,1.2338,2018-01-26
109.12,63.57,6.3328,1.2362,2018-01-29
108.9,63.65,6.3199,1.2382,2018-01-30
109.31,63.58,6.2841,1.2393,2018-01-31
109.5,63.97,6.2969,1.2456,2018-02-01
110.4,64.11,6.2984,1.2612,2018-02-02
110.09,64.06,6.285,1.2617,2018-02-05
109.18,64.23,6.283,1.2695,2018-02-06
109.53,64.23,6.2649,1.2752,2018-02-07
109,64.27,6.3222,1.2839,2018-02-08
108.44,64.37,6.2966,1.2806,2018-02-09
108.72,64.29,6.325,1.2762,2018-02-12
107.59,64.27,6.338,1.2728,2018-02-13
107,64.1,6.3438,1.2702,2018-02-14
106.36,63.93,6.3438,1.2639,2018-02-15
106.1,64.21,6.3438,1.2618,2018-02-16
107.23,64.83,6.3351,1.2653,2018-02-20
107.64,64.76,6.3351,1.2767,2018-02-21
106.96,65.01,6.3471,1.2739,2018-02-22
106.64,64.71,6.3329,1.2776,2018-02-23
106.96,64.78,6.3115,1.275,2018-02-26
107.47,64.84,6.3169,1.2814,2018-02-27
106.62,65.2,6.328,1.2819,2018-02-28
106.91,65.2,6.3565,1.2883,2018-03-01
105.65,65.24,6.3428,1.2897,2018-03-02
105.97,65.06,6.3491,1.2888,2018-03-05
106.03,64.9,6.3093,1.2784,2018-03-06
105.94,64.86,6.3225,1.2827,2018-03-07
106.08,65.15,6.3389,1.2842,2018-03-08
106.74,65.12,6.3285,1.274,2018-03-09
106.52,65,6.327,1.2716,2018-03-12
106.64,64.85,6.318,1.2689,2018-03-13
106.17,64.84,6.314,1.2695,2018-03-14
106.07,64.94,6.3202,1.2794,2018-03-15
106.1,64.97,6.33,1.2932,2018-03-16
105.83,65.21,6.3291,1.2979,2018-03-19
106.42,65.19,6.3328,1.3002,2018-03-20
106.3,65.2,6.32,1.2974,2018-03-21
105.34,65.1,6.331,1.2994,2018-03-22
104.83,64.98,6.311,1.2952,2018-03-23
105,64.83,6.2685,1.2942,2018-03-26
105.72,64.98,6.2781,1.2958,2018-03-27
106.3,65.15,6.2946,1.3019,2018-03-28
106.27,65.12,6.2876,1.3034,2018-03-29
106.2,65.11,6.2726,1.3004,2018-03-30
105.99,65.11,6.2785,1.3058,2018-04-02
106.45,65,6.2881,1.3031,2018-04-03
106.56,65.08,6.3045,1.2985,2018-04-04
107.48,64.92,6.3045,1.3007,2018-04-05
107.03,64.95,6.3045,1.3014,2018-04-06
107.06,64.95,6.3035,1.2974,2018-04-09
107.3,64.95,6.2798,1.2883,2018-04-10
106.78,65.26,6.2655,1.2878,2018-04-11
107.3,65.28,6.2876,1.2892,2018-04-12
107.52,65.27,6.2725,1.2873,2018-04-13
107.26,65.46,6.2752,1.2858,2018-04-16
107.09,65.66,6.2804,1.2873,2018-04-17
107.26,65.62,6.2722,1.2847,2018-04-18
107.42,65.79,6.2765,1.2902,2018-04-19
107.6,66.15,6.2945,1.3036,2018-04-20
108.62,66.42,6.3158,1.3134,2018-04-23
109.03,66.36,6.3035,1.3161,2018-04-24
109.33,66.92,6.3236,1.3229,2018-04-25
109.3,66.8,6.334,1.3228,2018-04-26
109.12,66.68,6.3325,1.3217,2018-04-27
109.28,66.5,6.3325,1.3257,2018-04-30
109.69,66.52,6.3325,1.3355,2018-05-01
109.89,66.71,6.361,1.3332,2018-05-02
109.06,66.68,6.352,1.331,2018-05-03
109.16,66.83,6.3589,1.3273,2018-05-04
109.14,67.13,6.364,1.3287,2018-05-07
109.16,67.12,6.369,1.3432,2018-05-08
109.68,67.25,6.3585,1.3412,2018-05-09
109.53,67.24,6.344,1.3307,2018-05-10
109.26,67.28,6.3333,1.3256,2018-05-11
109.52,67.55,6.336,1.3238,2018-05-14
110.25,68.07,6.376,1.3374,2018-05-15
110.22,67.77,6.3706,1.3326,2018-05-16
110.76,67.76,6.3645,1.3319,2018-05-17
110.71,68.04,6.3768,1.3314,2018-05-18
111.08,68.11,6.3815,1.3219,2018-05-21
110.94,68.04,6.366,1.3167,2018-05-22
110.05,68.38,6.3875,1.3273,2018-05-23
109.3,68.32,6.3757,1.3215,2018-05-24
109.35,67.78,6.3903,1.3231,2018-05-25
108.62,67.78,6.4162,1.3308,2018-05-29
109.04,67.46,6.4175,1.3203,2018-05-30
108.73,67.4,6.4096,1.321,2018-05-31
109.49,66.99,6.418,1.3217,2018-06-01
109.66,67.05,6.405,1.3075,2018-06-04
109.63,67.12,6.4042,1.3148,2018-06-05
110,66.87,6.385,1.3026,2018-06-06
109.92,67.2,6.389,1.3106,2018-06-07
109.45,67.56,6.4031,1.3156,2018-06-08
109.94,67.46,6.4,1.313,2018-06-11
110.22,67.48,6.3992,1.3146,2018-06-12
110.41,67.6,6.3944,1.3151,2018-06-13
110.44,67.62,6.398,1.3308,2018-06-14
110.58,68.06,6.4379,1.3414,2018-06-15
110.44,68.1,6.4379,1.3479,2018-06-18
110.02,68.3,6.4802,1.3539,2018-06-19
110.14,68.06,6.4713,1.3537,2018-06-20
110.05,67.94,6.49,1.3561,2018-06-21
109.98,67.88,6.5027,1.347,2018-06-22
109.62,68.09,6.536,1.3503,2018-06-25
109.92,68.31,6.5759,1.351,2018-06-26
110.34,68.63,6.5992,1.3563,2018-06-27
110.38,68.81,6.6235,1.3596,2018-06-28
110.71,68.46,6.6171,1.3515,2018-06-29
110.73,68.78,6.6632,1.3657,2018-07-02
110.54,68.58,6.6368,1.3541,2018-07-03
110.59,68.89,6.6341,1.3535,2018-07-05
110.48,68.8,6.6396,1.3475,2018-07-06
110.78,68.66,6.6123,1.3394,2018-07-09
111.24,68.76,6.6296,1.3398,2018-07-10
111.52,68.7,6.6764,1.3514,2018-07-11
112.41,68.52,6.663,1.3481,2018-07-12
112.38,68.44,6.69,1.3495,2018-07-13
112.29,68.6,6.6866,1.3484,2018-07-16
112.79,68.42,6.7018,1.3528,2018-07-17
112.82,68.62,6.7161,1.3528,2018-07-18
112.98,69.01,6.7701,1.3639,2018-07-19
111.74,68.74,6.7659,1.3495,2018-07-20
111.36,68.84,6.7927,1.3545,2018-07-23
111.27,68.94,6.7912,1.3484,2018-07-24
111.02,68.72,6.7658,1.3492,2018-07-25
111.2,68.66,6.7865,1.3543,2018-07-26
110.94,68.6,6.8097,1.3495,2018-07-27
110.98,68.6,6.8102,1.3499,2018-07-30
111.88,68.54,6.8038,1.3444,2018-07-31
111.72,68.37,6.8154,1.351,2018-08-01
111.48,68.63,6.838,1.3552,2018-08-02
111.12,68.54,6.8309,1.3503,2018-08-03
111.43,68.82,6.85,1.3526,2018-08-06
111.19,68.62,6.828,1.3463,2018-08-07
110.96,68.65,6.8344,1.3477,2018-08-08
110.9,68.74,6.8199,1.3524,2018-08-09
110.66,68.88,6.8458,1.3702,2018-08-10
110.65,70.02,6.888,1.3755,2018-08-13
110.92,69.95,6.8809,1.3812,2018-08-14
110.62,69.92,6.933,1.3826,2018-08-15
110.89,70.19,6.8792,1.3744,2018-08-16
110.54,70.09,6.874,1.3732,2018-08-17
110.38,69.84,6.8546,1.3684,2018-08-20
110.48,69.85,6.8444,1.3602,2018-08-21
110.54,69.85,6.84,1.3602,2018-08-22
111.14,70.09,6.8748,1.3767,2018-08-23
111.22,69.96,6.803,1.3639,2018-08-24
111.09,70.16,6.8145,1.3613,2018-08-27
111.04,70.09,6.8018,1.3602,2018-08-28
111.8,70.53,6.819,1.3714,2018-08-29
111.17,70.74,6.8415,1.377,2018-08-30
110.98,71,6.83,1.3904,2018-08-31
111.44,71.58,6.8427,1.3939,2018-09-04
111.47,71.75,6.827,1.391,2018-09-05
110.87,71.94,6.8322,1.3893,2018-09-06
111.18,71.78,6.8419,1.4015,2018-09-07
111.09,72.45,6.8545,1.4049,2018-09-10
111.54,72.69,6.8704,1.4071,2018-09-11
111.29,72.15,6.8574,1.3965,2018-09-12
111.92,72.02,6.8407,1.3904,2018-09-13
112.09,71.87,6.8673,1.3931,2018-09-14
111.97,72.51,6.854,1.3916,2018-09-17
112.3,72.98,6.8591,1.385,2018-09-18
112.21,72.35,6.8466,1.3749,2018-09-19
112.58,72.01,6.8455,1.3744,2018-09-20
112.62,72.18,6.8559,1.374,2018-09-21
112.62,72.66,6.8559,1.3768,2018-09-24
112.88,72.68,6.8632,1.3791,2018-09-25
112.92,72.59,6.8763,1.3774,2018-09-26
113.38,72.55,6.888,1.3854,2018-09-27
113.48,72.54,6.868,1.3816,2018-09-28
113.96,72.92,6.868,1.3845,2018-10-01
113.66,72.91,6.868,1.3891,2018-10-02
114.19,73.34,6.868,1.401,2018-10-03
113.79,73.62,6.868,1.4128,2018-10-04
113.56,73.76,6.868,1.4188,2018-10-05
113.13,74.33,6.9217,1.41,2018-10-09
112.71,74.25,6.9224,1.4085,2018-10-10
112.26,74.04,6.888,1.4061,2018-10-11
112.02,73.6,6.9182,1.4053,2018-10-12
111.82,73.76,6.9131,1.4002,2018-10-15
112.16,73.46,6.9102,1.4006,2018-10-16
112.21,73.52,6.9263,1.4025,2018-10-17
112.11,73.52,6.9367,1.4049,2018-10-18
112.52,73.37,6.9291,1.4021,2018-10-19
112.78,73.56,6.9446,1.4112,2018-10-22
112.12,73.54,6.9373,1.4136,2018-10-23
112.58,73.18,6.942,1.414,2018-10-24
112.54,73.21,6.9477,1.4116,2018-10-25
111.65,73.46,6.9425,1.4108,2018-10-26
112.49,73.42,6.9605,1.4136,2018-10-29
112.76,73.62,6.9663,1.4061,2018-10-30
112.86,73.95,6.9737,1.4104,2018-10-31
112.79,73.45,6.9205,1.391,2018-11-01
113.09,72.44,6.8894,1.3891,2018-11-02
113.22,73.08,6.9249,1.3893,2018-11-05
113.38,72.95,6.9172,1.3848,2018-11-06
113.32,72.44,6.9174,1.3732,2018-11-07
113.87,72.37,6.9318,1.3725,2018-11-08
113.77,72.48,6.9553,1.3839,2018-11-09
113.97,72.61,6.9546,1.385,2018-11-13
113.7,72.3,6.95,1.3852,2018-11-14
113.46,71.97,6.938,1.3757,2018-11-15
112.76,71.98,6.9367,1.3676,2018-11-16
112.54,71.6,6.9398,1.3716,2018-11-19
112.66,71.49,6.9448,1.3801,2018-11-20
113.06,71.3,6.9248,1.3761,2018-11-21
112.83,70.65,6.9477,1.3841,2018-11-23
113.58,70.81,6.9397,1.3831,2018-11-26
113.84,70.8,6.9498,1.3877,2018-11-27
113.96,70.63,6.9534,1.3826,2018-11-28
113.42,69.79,6.9419,1.3672,2018-11-29
113.54,69.62,6.9558,1.3678,2018-11-30
113.54,70.4,6.8798,1.3587,2018-12-03
112.93,70.52,6.8343,1.36,2018-12-04
112.46,70.84,6.8816,1.3858,2018-12-06
112.6,70.85,6.8733,1.387,2018-12-07
112.96,72.436,6.9077,1.3908,2018-12-10
113.41,72.27,6.8968,1.3881,2018-12-11
113.28,71.79,6.8778,1.3845,2018-12-12
113.66,71.52,6.8798,1.3835,2018-12-13
113.35,71.94,6.905,1.3935,2018-12-14
112.96,71.6,6.8962,1.3924,2018-12-17
112.54,70.61,6.8939,1.3943,2018-12-18
112.15,70.26,6.8918,1.3943,2018-12-19
111.34,69.96,6.8834,1.4077,2018-12-20
111.14,70.09,6.9048,1.414,2018-12-21
110.45,70.07,6.8847,1.4144,2018-12-26
110.78,70.34,6.8649,1.4245,2018-12-27
110.34,69.92,6.8755,1.4196,2018-12-28
109.7,69.58,6.8755,1.4192,2018-12-31
109.22,70.02,6.8597,1.4286,2019-01-02
108.07,70.12,6.8708,1.4257,2019-01-03
108.29,69.63,6.8663,1.4069,2019-01-04
108.62,69.78,6.8501,1.4,2019-01-07
108.57,70.11,6.8519,1.4017,2019-01-08
108.38,70.42,6.8117,1.3943,2019-01-09
108.29,70.43,6.7875,1.3908,2019-01-10
108.34,70.38,6.7596,1.3881,2019-01-11
108.72,71,6.7595,1.3904,2019-01-15
108.84,70.97,6.7532,1.392,2019-01-16
109.01,71.09,6.7735,1.3945,2019-01-17
109.79,71.21,6.7765,1.3943,2019-01-18
109.34,71.23,6.8072,1.4019,2019-01-22
109.44,71.21,6.7897,1.4019,2019-01-23
109.72,71.02,6.7835,1.4092,2019-01-24
109.6,70.94,6.7448,1.3943,2019-01-25
109.2,71.06,6.7437,1.3955,2019-01-28
109.36,71.4,6.7304,1.3988,2019-01-29
109.57,71.24,6.7115,1.3897,2019-01-30
108.84,70.94,6.6958,1.3732,2019-01-31
109.55,71.41,6.7426,1.3774,2019-02-01
109.96,71.66,6.7426,1.3854,2019-02-04
109.99,71.52,6.7426,1.3824,2019-02-05
109.75,71.55,6.7426,1.4029,2019-02-06
109.7,71.3,6.7426,1.4098,2019-02-07
109.76,71.23,6.7426,1.4104,2019-02-08
110.4,71.15,6.7907,1.4154,2019-02-11
110.5,70.56,6.7726,1.4096,2019-02-12
110.86,70.86,6.7598,1.4059,2019-02-13
110.68,71.18,6.7711,1.4102,2019-02-14
110.54,71.36,6.768,1.4041,2019-02-15
110.68,71.31,6.756,1.3994,2019-02-19
110.72,71.15,6.7195,1.4124,2019-02-21
110.7,71.07,6.7112,1.401,2019-02-22
111.07,70.82,6.6844,1.3949,2019-02-25
110.76,71.02,6.698,1.3924,2019-02-26
110.92,71.15,6.6822,1.4017,2019-02-27
111.38,70.83,6.6912,1.4086,2019-02-28
111.89,70.9,6.7048,1.4124,2019-03-01
111.68,70.91,6.7045,1.4116,2019-03-04
111.98,70.55,6.706,1.4138,2019-03-05
111.66,70.02,6.7099,1.4239,2019-03-06
111.6,70.09,6.7132,1.4221,2019-03-07
111.11,70,6.7201,1.4188,2019-03-08
111.21,69.82,6.7215,1.4172,2019-03-11
111.38,69.62,6.707,1.412,2019-03-12
111.23,69.52,6.7064,1.411,2019-03-13
111.71,69.33,6.7209,1.4162,2019-03-14
111.57,68.94,6.7129,1.4106,2019-03-15
111.41,68.6,6.7121,1.4085,2019-03-18
111.38,69.02,6.7106,1.4081,2019-03-19
111.41,68.85,6.6916,1.4108,2019-03-20
110.86,68.72,6.6952,1.4065,2019-03-21
109.76,69.01,6.7162,1.4102,2019-03-22
110.09,68.88,6.7079,1.4057,2019-03-25
110.5,68.98,6.7145,1.4006,2019-03-26
110.38,69.13,6.7262,1.4144,2019-03-27
110.54,69.23,6.7381,1.4126,2019-03-28
110.68,69.16,6.7112,1.4077,2019-03-29
111.29,69.18,6.7102,1.4051,2019-04-01
111.32,68.91,6.7223,1.4168,2019-04-02
111.48,68.58,6.7098,1.4037,2019-04-03
111.55,69.03,6.7167,1.4061,2019-04-04
111.71,69.11,6.7182,1.4086,2019-04-05
111.47,69.56,6.7158,1.4037,2019-04-08
111.08,69.28,6.7111,1.4027,2019-04-09
110.92,69.12,6.7153,1.397,2019-04-10
111.48,68.97,6.7188,1.4029,2019-04-11
112,69.21,6.7039,1.3935,2019-04-12
112,69.38,6.7072,1.3931,2019-04-15
111.95,69.51,6.7112,1.3939,2019-04-16
112,69.43,6.687,1.3951,2019-04-17
111.94,69.42,6.7081,1.3986,2019-04-18
111.92,69.37,6.7032,1.3986,2019-04-19
111.94,69.64,6.7112,1.4017,2019-04-22
111.86,69.78,6.7249,1.4092,2019-04-23
111.81,69.91,6.7207,1.4233,2019-04-24
111.59,70.19,6.7418,1.4265,2019-04-25
111.6,69.93,6.7282,1.4196,2019-04-26
111.8,69.8,6.7332,1.4176,2019-04-29
111.4,69.64,6.7347,1.4205,2019-04-30
111.18,69.52,6.7319,1.4209,2019-05-01
111.39,69.4,6.7337,1.4282,2019-05-02
111.28,69.08,6.7337,1.4249,2019-05-03
110.86,69.4,6.7602,1.4296,2019-05-06
110.34,69.62,6.7755,1.4278,2019-05-07
110.12,69.73,6.7818,1.4278,2019-05-08
109.55,70.21,6.8256,1.4335,2019-05-09
109.56,70.02,6.8217,1.429,2019-05-10
109.18,70.62,6.8765,1.4393,2019-05-13
109.68,70.3,6.8737,1.4397,2019-05-14
109.58,70.22,6.8742,1.443,2019-05-15
109.89,70.08,6.8832,1.4482,2019-05-16
109.9,70.28,6.9182,1.4548,2019-05-17
109.96,69.59,6.9111,1.4465,2019-05-20
110.6,69.61,6.9007,1.4543,2019-05-21
110.28,69.71,6.9054,1.4535,2019-05-22
109.58,69.66,6.9087,1.4501,2019-05-23
109.38,69.37,6.8997,1.4463,2019-05-24
109.49,69.56,6.9078,1.443,2019-05-28
109.24,69.8,6.9138,1.4468,2019-05-29
109.67,69.81,6.9011,1.4472,2019-05-30
108.66,69.63,6.9027,1.443,2019-05-31
108.39,69.15,6.9028,1.4378,2019-06-03
108.3,69.28,6.9072,1.4312,2019-06-04
108.2,69.41,6.9084,1.4339,2019-06-05
108.08,69.21,6.9082,1.4318,2019-06-06
108.15,69.32,6.9057,1.4282,2019-06-07
108.56,69.49,6.9298,1.436,2019-06-10
108.52,69.42,6.9107,1.4376,2019-06-11
108.42,69.35,6.9161,1.4405,2019-06-12
108.44,69.53,6.9212,1.4472,2019-06-13
108.44,69.81,6.9247,1.4552,2019-06-14
108.56,69.83,6.9251,1.4577,2019-06-17
108.39,69.6,6.9002,1.4552,2019-06-18
108.36,69.64,6.8996,1.4556,2019-06-19
107.52,69.44,6.851,1.4457,2019-06-20
107.55,69.59,6.8686,1.4451,2019-06-21
107.36,69.32,6.8758,1.436,2019-06-24
106.92,69.26,6.8791,1.4337,2019-06-25
107.64,69.18,6.8781,1.4306,2019-06-26
107.73,69.01,6.8762,1.429,2019-06-27
107.84,68.92,6.865,1.4267,2019-06-28
108.42,68.87,6.8487,1.4362,2019-07-01
107.98,68.87,6.8717,1.4302,2019-07-02
107.84,68.79,6.8806,1.4219,2019-07-03
108.55,68.48,6.8925,1.4351,2019-07-05
108.72,68.55,6.8808,1.4351,2019-07-08
108.78,68.54,6.8866,1.4436,2019-07-09
108.44,68.4,6.8705,1.436,2019-07-10
108.29,68.4,6.8682,1.4323,2019-07-11
108,68.57,6.8796,1.4271,2019-07-12
107.89,68.52,6.8769,1.4213,2019-07-15
108.35,68.66,6.8753,1.4245,2019-07-16
108.1,68.84,6.8731,1.4243,2019-07-17
107.74,68.85,6.8788,1.4198,2019-07-18
107.78,68.82,6.8812,1.4201,2019-07-19
107.91,68.89,6.8803,1.4201,2019-07-22
108.06,68.99,6.8787,1.4288,2019-07-23
108.08,68.94,6.8717,1.4331,2019-07-24
108.58,69.03,6.8714,1.438,2019-07-25
108.69,68.89,6.8785,1.4476,2019-07-26
108.86,68.73,6.8927,1.4476,2019-07-29
108.66,68.82,6.8833,1.4552,2019-07-30
108.58,68.81,6.8833,1.4518,2019-07-31
108.28,69,6.8972,1.4582,2019-08-01
106.64,69.65,6.9387,1.4693,2019-08-02
106.02,70.8,7.0481,1.4749,2019-08-05
106.45,70.9,7.0192,1.4771,2019-08-06
105.62,71.18,7.0592,1.4806,2019-08-07
106.04,70.62,7.044,1.468,2019-08-08
105.3,70.91,7.0613,1.4715,2019-08-09
105.38,71.27,7.0578,1.4802,2019-08-12
106.6,71.41,7.0423,1.471,2019-08-13
105.79,71.27,7.0224,1.4832,2019-08-14
106.12,71.79,7.0327,1.4741,2019-08-15
106.34,71.15,7.0413,1.4745,2019-08-16
106.5,71.44,7.0499,1.4767,2019-08-19
106.35,71.54,7.0597,1.4756,2019-08-20
106.52,71.43,7.0623,1.4723,2019-08-21
106.44,71.9,7.0829,1.4784,2019-08-22
105.3,71.49,7.0928,1.4817,2019-08-23
106,72.02,7.1503,1.4745,2019-08-26
105.8,71.52,7.1603,1.4797,2019-08-27
105.86,71.75,7.1628,1.4824,2019-08-28
106.5,71.67,7.1434,1.485,2019-08-29
106.3,71.45,7.1543,1.4859,2019-08-30
105.88,72.2,7.1786,1.4797,2019-09-03
106.28,72.11,7.144,1.4715,2019-09-04
