Japan,India,China,Australia,date
118.84,62.08,6.2546,1.2804,2015-02-19
118.68,62.19,6.2546,1.2767,2015-02-20
118.88,62.15,6.2546,1.2809,2015-02-23
119.13,62.07,6.2546,1.2807,2015-02-24
118.88,61.84,6.2591,1.2661,2015-02-25
119.36,61.74,6.2584,1.2794,2015-02-26
119.72,61.67,6.2695,1.2804,2015-02-27
120.06,61.87,6.272,1.2853,2015-03-02
119.47,61.76,6.2741,1.2755,2015-03-03
119.76,62.3,6.2701,1.2786,2015-03-04
120.22,62.26,6.2658,1.2882,2015-03-05
120.93,62.45,6.262,1.2967,2015-03-06
121.17,62.67,6.2635,1.296,2015-03-09
121.2,62.71,6.2615,1.3094,2015-03-10
121.5,62.76,6.2613,1.3189,2015-03-11
121.28,62.44,6.2614,1.2979,2015-03-12
121.17,63.06,6.2585,1.3104,2015-03-13
121.3,62.8,6.262,1.3062,2015-03-16
121.28,62.64,6.249,1.3132,2015-03-17
120.92,62.69,6.2289,1.3067,2015-03-18
120.9,62.56,6.1955,1.3127,2015-03-19
120.28,62.47,6.2037,1.2888,2015-03-20
119.74,62.22,6.2135,1.2742,2015-03-23
119.9,62.4,6.2046,1.2708,2015-03-24
119.37,62.35,6.2116,1.2729,2015-03-25
119.01,62.83,6.2103,1.2762,2015-03-26
119.15,62.5,6.2145,1.2897,2015-03-27
120.11,62.52,6.2065,1.308,2015-03-30
119.96,62.31,6.199,1.3115,2015-03-31
119.62,62.14,6.1976,1.3132,2015-04-01
119.74,62.13,6.1968,1.3217,2015-04-02
118.96,61.99,6.193,1.308,2015-04-03
119.05,62.16,6.193,1.306,2015-04-06
120.36,62.23,6.1955,1.3079,2015-04-07
119.96,62.22,6.202,1.2962,2015-04-08
120.32,62.18,6.205,1.2977,2015-04-09
120.29,62.21,6.2082,1.3031,2015-04-10
120.32,62.38,6.2152,1.3194,2015-04-13
119.26,62.25,6.2113,1.3092,2015-04-14
119.23,62.34,6.2037,1.3141,2015-04-15
119.18,62.28,6.1947,1.2827,2015-04-16
119.02,62.48,6.1976,1.286,2015-04-17
119.27,63.07,6.2014,1.2942,2015-04-20
119.45,62.92,6.201,1.2918,2015-04-21
119.9,62.96,6.1927,1.2868,2015-04-22
119.69,63.27,6.1975,1.285,2015-04-23
118.98,63.55,6.193,1.278,2015-04-24
119.12,63.34,6.2185,1.2724,2015-04-27
118.8,63.05,6.2035,1.2473,2015-04-28
118.83,63.38,6.1989,1.2399,2015-04-29
119.86,63.58,6.2018,1.2711,2015-04-30
120.21,63.63,6.2018,1.2799,2015-05-01
120.25,63.64,6.2085,1.2757,2015-05-04
119.87,63.31,6.2058,1.2593,2015-05-05
119.42,63.57,6.2001,1.2492,2015-05-06
119.74,64.08,6.2063,1.2636,2015-05-07
119.78,63.73,6.2084,1.2636,2015-05-08
120.05,63.96,6.2086,1.266,2015-05-11
119.8,64.19,6.2086,1.2517,2015-05-12
119.09,63.88,6.2043,1.2318,2015-05-13
119.2,63.47,6.2013,1.2373,2015-05-14
119.36,63.36,6.2051,1.2418,2015-05-15
119.82,63.66,6.2041,1.2498,2015-05-18
120.58,63.8,6.2064,1.2629,2015-05-19
121.28,63.75,6.2036,1.2695,2015-05-20
121.06,63.51,6.1958,1.2677,2015-05-21
121.45,63.43,6.1972,1.2775,2015-05-22
123.08,63.87,6.2038,1.2923,2015-05-26
123.76,63.92,6.2011,1.2967,2015-05-27
124.18,63.83,6.2002,1.3104,2015-05-28
123.98,63.71,6.198,1.3057,2015-05-29
124.64,63.59,6.1985,1.3135,2015-06-01
124.19,63.72,6.198,1.2907,2015-06-02
124.06,63.99,6.1976,1.2816,2015-06-03
124.56,63.96,6.2006,1.3033,2015-06-04
125.58,63.76,6.2024,1.312,2015-06-05
125.08,64.03,6.2053,1.3072,2015-06-08
124.16,63.96,6.2047,1.3012,2015-06-09
122.72,63.81,6.2055,1.2905,2015-06-10
123.62,63.93,6.2065,1.2943,2015-06-11
123.23,64.02,6.2081,1.2917,2015-06-12
123.38,64.03,6.208,1.2875,2015-06-15
123.39,64.21,6.2085,1.2898,2015-06-16
124.25,64.14,6.2086,1.3043,2015-06-17
122.87,63.62,6.2075,1.277,2015-06-18
122.7,63.43,6.2085,1.289,2015-06-19
123.28,63.51,6.2085,1.2912,2015-06-22
123.71,63.57,6.2066,1.2922,2015-06-23
124.24,63.54,6.2061,1.3006,2015-06-24
123.63,63.5,6.2084,1.2918,2015-06-25
123.92,63.54,6.208,1.3072,2015-06-26
122.5,63.73,6.2085,1.3026,2015-06-29
122.1,63.59,6.2,1.298,2015-06-30
123.02,63.55,6.2008,1.3048,2015-07-01
123.14,63.36,6.2044,1.3106,2015-07-02
122.53,63.24,6.2089,1.3296,2015-07-06
122.16,63.51,6.2097,1.345,2015-07-07
120.54,63.47,6.2087,1.3432,2015-07-08
121.22,63.31,6.2086,1.3444,2015-07-09
122.75,63.33,6.2092,1.3464,2015-07-10
123.35,63.43,6.2081,1.3501,2015-07-13
123.39,63.27,6.2088,1.3423,2015-07-14
123.89,63.48,6.2082,1.3576,2015-07-15
124.04,63.43,6.2094,1.3459,2015-07-16
124,63.45,6.2085,1.3567,2015-07-17
124.24,63.61,6.2095,1.355,2015-07-20
123.93,63.57,6.2095,1.3461,2015-07-21
124.08,63.6,6.2093,1.3572,2015-07-22
123.88,63.86,6.2091,1.3559,2015-07-23
123.74,64.04,6.2095,1.3738,2015-07-24
123.24,64.24,6.2091,1.3691,2015-07-27
123.52,63.76,6.2084,1.3652,2015-07-28
123.86,63.83,6.2089,1.3686,2015-07-29
124.38,64.09,6.2096,1.374,2015-07-30
123.94,63.87,6.2097,1.3639,2015-07-31
123.98,63.99,6.2087,1.3742,2015-08-03
124,63.71,6.2086,1.3479,2015-08-04
124.84,63.73,6.2096,1.3613,2015-08-05
124.6,63.67,6.2096,1.3618,2015-08-06
124.27,63.74,6.2087,1.3526,2015-08-07
124.55,63.77,6.2094,1.3506,2015-08-10
124.9,64.33,6.3232,1.3721,2015-08-11
123.87,64.8,6.3845,1.3559,2015-08-12
124.32,65.27,6.3982,1.3585,2015-08-13
124.27,65.02,6.3908,1.3557,2015-08-14
124.33,65.39,6.3937,1.3539,2015-08-17
124.39,65.44,6.3928,1.3635,2015-08-18
124.1,65.17,6.3956,1.3669,2015-08-19
123.54,65.49,6.3875,1.3592,2015-08-20
122.11,66.02,6.3887,1.3618,2015-08-21
118.56,66.8,6.4029,1.3885,2015-08-24
119.91,66.07,6.4122,1.3922,2015-08-25
119.07,66.11,6.4083,1.411,2015-08-26
120.89,65.99,6.4053,1.393,2015-08-27
121.32,66.14,6.389,1.4027,2015-08-28
121.26,66.39,6.376,1.4085,2015-08-31
119.94,66.34,6.363,1.4213,2015-09-01
120,66.16,6.3544,1.4263,2015-09-02
120.2,66.07,6.3549,1.4235,2015-09-03
119.05,66.7,6.3549,1.4457,2015-09-04
119.72,66.36,6.3657,1.4239,2015-09-08
120.94,66.47,6.3768,1.4237,2015-09-09
120.71,66.46,6.377,1.4112,2015-09-10
120.66,66.39,6.3735,1.4136,2015-09-11
119.92,66.32,6.3664,1.4011,2015-09-14
120.3,66.36,6.3685,1.41,2015-09-15
120.62,66.45,6.3694,1.3916,2015-09-16
120.9,66.12,6.3645,1.3992,2015-09-17
119.85,65.7,6.3628,1.3847,2015-09-18
120.46,65.66,6.3676,1.4035,2015-09-21
120.04,65.85,6.375,1.4128,2015-09-22
120.12,66.05,6.3836,1.4278,2015-09-23
119.54,66.32,6.3818,1.429,2015-09-24
120.74,66.12,6.3737,1.4257,2015-09-25
119.82,66.2,6.3685,1.4276,2015-09-28
119.76,65.9,6.3621,1.4271,2015-09-29
119.81,65.5,6.3556,1.4245,2015-09-30
119.58,65.57,6.3559,1.4196,2015-10-01
119.42,65.35,6.3559,1.4235,2015-10-02
120.36,65.12,6.3559,1.4108,2015-10-05
120.18,65.18,6.3559,1.4,2015-10-06
119.9,64.86,6.3559,1.3864,2015-10-07
119.94,64.97,6.3529,1.3841,2015-10-08
120.3,64.76,6.345,1.3646,2015-10-09
119.8,65.06,6.3417,1.3731,2015-10-13
119.21,64.87,6.3462,1.3782,2015-10-14
118.26,64.77,6.3459,1.3669,2015-10-15
119.6,64.7,6.3523,1.3772,2015-10-16
119.5,64.9,6.3591,1.3785,2015-10-19
119.79,64.97,6.348,1.3782,2015-10-20
119.91,65.19,6.3487,1.3839,2015-10-21
120.5,64.91,6.3577,1.385,2015-10-22
121.2,64.87,6.3488,1.386,2015-10-23
120.87,64.83,6.3517,1.377,2015-10-26
120.29,65.03,6.3517,1.3826,2015-10-27
120.56,64.89,6.3581,1.4,2015-10-28
121.14,65.35,6.3552,1.4122,2015-10-29
120.7,65.4,6.318,1.4019,2015-10-30
120.7,65.58,6.318,1.4004,2015-11-02
121.2,65.57,6.318,1.3941,2015-11-03
121.52,65.46,6.3357,1.399,2015-11-04
121.71,65.85,6.318,1.399,2015-11-05
123.2,66.13,6.318,1.4217,2015-11-06
123.04,66.38,6.3619,1.4192,2015-11-09
123.22,66.19,6.3603,1.4225,2015-11-10
122.84,66.04,6.369,1.4053,2015-11-12
122.93,66.12,6.3735,1.4049,2015-11-13
123.11,66.01,6.37,1.4114,2015-11-16
123.48,65.96,6.3771,1.4055,2015-11-17
123.51,66.16,6.3834,1.4128,2015-11-18
122.71,66.05,6.3825,1.3873,2015-11-19
122.8,66.06,6.3835,1.3826,2015-11-20
123.02,66.37,6.389,1.3912,2015-11-23
122.47,66.32,6.3883,1.381,2015-11-24
122.7,66.36,6.3877,1.3801,2015-11-25
122.84,66.86,6.3945,1.3904,2015-11-27
123.22,66.43,6.3883,1.3822,2015-11-30
122.88,66.46,6.3883,1.3661,2015-12-01
123.52,66.53,6.3883,1.3682,2015-12-02
123.06,66.82,6.3883,1.368,2015-12-03
123.1,66.65,6.3883,1.3613,2015-12-04
123.31,66.74,6.4081,1.3759,2015-12-07
123,66.77,6.4162,1.3868,2015-12-08
121.86,66.83,6.427,1.3881,2015-12-09
121.44,66.7,6.4363,1.3701,2015-12-10
120.94,67.1,6.4538,1.3862,2015-12-11
120.57,67.09,6.4588,1.3778,2015-12-14
121.66,66.79,6.46,1.3935,2015-12-15
121.88,66.6,6.4723,1.3875,2015-12-16
122.75,66.32,6.4822,1.4085,2015-12-17
121.2,66.23,6.48,1.3895,2015-12-18
120.99,66.19,6.4793,1.3943,2015-12-21
120.94,66.19,6.4778,1.3829,2015-12-22
120.94,66.04,6.4763,1.3848,2015-12-23
120.32,66,6.4758,1.3757,2015-12-24
120.3,66.09,6.4778,1.377,2015-12-28
120.44,66.28,6.4778,1.3712,2015-12-29
120.6,66.44,6.4896,1.3729,2015-12-30
120.27,66.19,6.4778,1.3725,2015-12-31
119.3,66.56,6.5338,1.3955,2016-01-04
118.95,66.49,6.5219,1.3984,2016-01-05
118.54,66.71,6.5554,1.4144,2016-01-06
118,66.73,6.5926,1.4235,2016-01-07
117.74,66.82,6.5932,1.4335,2016-01-08
117.48,66.78,6.5675,1.4302,2016-01-11
117.78,66.85,6.57,1.4337,2016-01-12
118.06,66.74,6.57,1.4294,2016-01-13
118.03,67.37,6.5891,1.4327,2016-01-14
116.78,67.74,6.584,1.4569,2016-01-15
117.66,67.68,6.5783,1.4432,2016-01-19
116.38,68.05,6.5781,1.4588,2016-01-20
117.61,67.87,6.5794,1.428,2016-01-21
118.37,67.55,6.5788,1.4257,2016-01-22
118.55,67.71,6.579,1.4347,2016-01-25
118.5,67.75,6.5814,1.4276,2016-01-26
118.9,67.98,6.5773,1.4136,2016-01-27
118.61,68.08,6.5744,1.4114,2016-01-28
121.05,67.87,6.5752,1.4142,2016-01-29
121.06,67.92,6.5778,1.4116,2016-02-01
120.27,67.92,6.5795,1.4168,2016-02-02
117.92,67.92,6.5765,1.4017,2016-02-03
116.75,67.57,6.5638,1.3858,2016-02-04
116.99,67.78,6.571,1.4116,2016-02-05
115.7,67.98,6.571,1.4079,2016-02-08
114.8,67.92,6.571,1.4154,2016-02-09
114.03,67.85,6.571,1.4106,2016-02-10
111.72,68.44,6.571,1.4092,2016-02-11
112.96,68.12,6.571,1.4088,2016-02-12
113.9,68.48,6.5154,1.4079,2016-02-16
114.14,68.33,6.527,1.3951,2016-02-17
113.62,68.54,6.5163,1.3986,2016-02-18
112.42,68.54,6.5202,1.4035,2016-02-19
113.12,68.53,6.5197,1.3816,2016-02-22
112.17,68.55,6.5263,1.3872,2016-02-23
111.36,68.53,6.529,1.3933,2016-02-24
112.7,68.84,6.532,1.3873,2016-02-25
113.78,68.82,6.539,1.4025,2016-02-26
112.9,68.21,6.5525,1.3982,2016-02-29
113.94,67.75,6.55,1.3943,2016-03-01
113.81,67.4,6.5499,1.3759,2016-03-02
113.53,67.15,6.5312,1.3587,2016-03-03
113.91,66.9,6.5064,1.3468,2016-03-04
113.6,66.97,6.5155,1.3392,2016-03-07
112.58,67.3,6.5044,1.3421,2016-03-08
113.06,67.07,6.5105,1.3284,2016-03-09
113.1,67.2,6.507,1.3434,2016-03-10
113.66,66.93,6.494,1.3207,2016-03-11
113.59,67.15,6.4984,1.3307,2016-03-14
112.88,67.33,6.511,1.3396,2016-03-15
113.69,67.24,6.5189,1.345,2016-03-16
111.3,66.61,6.4745,1.3094,2016-03-17
111.38,66.34,6.4682,1.3127,2016-03-18
111.62,66.45,6.4812,1.3168,2016-03-21
111.82,66.58,6.4876,1.3115,2016-03-22
112.63,66.82,6.5035,1.3275,2016-03-23
112.64,66.82,6.5124,1.3305,2016-03-24
113.05,66.82,6.5131,1.3301,2016-03-25
113.29,66.58,6.5051,1.3247,2016-03-28
113.33,66.46,6.5063,1.3215,2016-03-29
112.6,66.37,6.4648,1.3043,2016-03-30
112.42,66.25,6.448,1.3026,2016-03-31
112.06,66.34,6.4776,1.3034,2016-04-01
111.18,66.05,6.4776,1.3134,2016-04-04
110.26,66.4,6.476,1.33,2016-04-05
109.63,66.49,6.478,1.3135,2016-04-06
107.98,66.7,6.4599,1.3326,2016-04-07
108.36,66.49,6.4628,1.3238,2016-04-08
107.96,66.33,6.458,1.316,2016-04-11
108.54,66.35,6.4639,1.3057,2016-04-12
109.21,66.62,6.4768,1.3074,2016-04-13
109.2,66.56,6.481,1.2979,2016-04-14
108.76,66.49,6.473,1.2958,2016-04-15
108.85,66.42,6.4717,1.291,2016-04-18
109.16,66.12,6.4571,1.2811,2016-04-19
109.51,66.12,6.4675,1.2793,2016-04-20
109.41,66.43,6.481,1.289,2016-04-21
111.5,66.6,6.5004,1.2965,2016-04-22
111.08,66.65,6.49,1.2958,2016-04-25
111.23,66.4,6.4905,1.2918,2016-04-26
111.26,66.52,6.494,1.3168,2016-04-27
108.55,66.39,6.4735,1.3098,2016-04-28
106.9,66.39,6.4738,1.3137,2016-04-29
106.48,66.36,6.4738,1.3087,2016-05-02
106.34,66.51,6.49,1.3348,2016-05-03
107.12,66.63,6.4945,1.3416,2016-05-04
107.32,66.53,6.5032,1.3396,2016-05-05
106.66,66.52,6.497,1.3591,2016-05-06
108.39,66.7,6.514,1.3656,2016-05-09
109.22,66.58,6.515,1.3604,2016-05-10
108.48,66.53,6.491,1.3517,2016-05-11
108.73,66.7,6.514,1.3672,2016-05-12
109.14,66.84,6.5285,1.3749,2016-05-13
108.89,66.78,6.5184,1.3699,2016-05-16
109.02,66.74,6.517,1.3602,2016-05-17
109.65,66.95,6.537,1.3727,2016-05-18
109.81,67.57,6.544,1.3864,2016-05-19
110.52,67.42,6.5485,1.386,2016-05-20
109.47,67.47,6.5533,1.3883,2016-05-23
110,67.59,6.5552,1.392,2016-05-24
110.22,67.28,6.5538,1.3916,2016-05-25
109.74,66.9,6.554,1.3837,2016-05-26
109.86,66.96,6.5615,1.3879,2016-05-27
110.75,67.12,6.5798,1.3808,2016-05-31
109.55,67.44,6.5748,1.3808,2016-06-01
108.75,67.22,6.5815,1.3841,2016-06-02
106.88,66.99,6.5638,1.3626,2016-06-03
107.33,66.81,6.5611,1.3583,2016-06-06
107.3,66.64,6.571,1.3419,2016-06-07
106.68,66.51,6.56,1.3371,2016-06-08
106.54,66.68,6.559,1.3457,2016-06-09
107.06,66.84,6.559,1.3523,2016-06-10
106.07,67.17,6.5823,1.3524,2016-06-13
106.02,67.34,6.593,1.3587,2016-06-14
105.87,67.08,6.5785,1.3506,2016-06-15
104.05,67.43,6.5899,1.3676,2016-06-16
104.2,67.11,6.5849,1.3541,2016-06-17
104.32,67.54,6.5768,1.3408,2016-06-20
104.56,67.73,6.5893,1.3403,2016-06-21
104.56,67.49,6.575,1.3349,2016-06-22
105.9,67.29,6.574,1.3161,2016-06-23
102.26,67.82,6.615,1.3421,2016-06-24
101.66,67.92,6.6481,1.3592,2016-06-27
102.71,67.86,6.645,1.36,2016-06-28
102.68,67.42,6.635,1.3434,2016-06-29
102.77,67.51,6.6459,1.3455,2016-06-30
102.55,67.24,6.6547,1.336,2016-07-01
101.58,67.4,6.677,1.3412,2016-07-05
101.12,67.45,6.69,1.3314,2016-07-06
100.74,67.49,6.679,1.3355,2016-07-07
100.65,67.13,6.6878,1.3229,2016-07-08
102.66,67.11,6.6917,1.3273,2016-07-11
104.72,67.05,6.686,1.3104,2016-07-12
104.1,66.99,6.6832,1.3116,2016-07-13
105.4,66.81,6.6801,1.3103,2016-07-14
105.64,67.07,6.6865,1.318,2016-07-15
106,67.14,6.7013,1.3163,2016-07-18
106.13,67.14,6.6931,1.334,2016-07-19
106.65,67.18,6.676,1.3358,2016-07-20
105.98,67.15,6.6735,1.3339,2016-07-21
106.22,67.19,6.676,1.3417,2016-07-22
106.02,67.41,6.6783,1.3408,2016-07-25
104.83,67.34,6.669,1.3305,2016-07-26
105.65,67.14,6.668,1.3405,2016-07-27
104.86,66.96,6.6538,1.3314,2016-07-28
102.32,66.77,6.6371,1.316,2016-07-29
102.26,66.63,6.6421,1.3215,2016-08-01
100.82,66.65,6.6239,1.3139,2016-08-02
101.34,66.8,6.632,1.3172,2016-08-03
101.08,66.76,6.6388,1.3094,2016-08-04
101.74,66.84,6.653,1.3132,2016-08-05
102.53,66.82,6.6597,1.3062,2016-08-08
101.96,66.76,6.653,1.3026,2016-08-09
101.27,66.72,6.6345,1.2958,2016-08-10
101.46,66.75,6.6274,1.297,2016-08-11
101.01,66.82,6.6324,1.304,2016-08-12
101.02,66.85,6.637,1.3009,2016-08-15
100.28,66.83,6.624,1.2992,2016-08-16
100.24,66.96,6.6328,1.3125,2016-08-17
100.07,66.83,6.6297,1.3014,2016-08-18
100.24,67.13,6.6515,1.3123,2016-08-19
100.25,67.18,6.6475,1.3108,2016-08-22
100.2,67.09,6.6378,1.3103,2016-08-23
100.5,67.14,6.6562,1.3149,2016-08-24
100.58,67.01,6.656,1.3139,2016-08-25
101.2,66.98,6.669,1.3134,2016-08-26
102.13,67.15,6.6775,1.32,2016-08-29
102.92,67.14,6.6778,1.3305,2016-08-30
103.38,66.94,6.6776,1.33,2016-08-31
103.22,66.85,6.6713,1.3259,2016-09-01
104.18,66.6,6.679,1.3233,2016-09-02
102.28,66.28,6.6722,1.3031,2016-09-06
101.72,66.42,6.66,1.3029,2016-09-07
102.28,66.52,6.664,1.3045,2016-09-08
102.86,66.76,6.6778,1.3247,2016-09-09
101.96,66.79,6.6788,1.3287,2016-09-12
102.14,67.03,6.6782,1.3387,2016-09-13
102.33,66.78,6.6707,1.336,2016-09-14
102.24,66.84,6.6707,1.3312,2016-09-15
102.36,67.1,6.6707,1.3353,2016-09-16
101.82,66.94,6.665,1.3228,2016-09-19
101.66,66.97,6.67,1.3242,2016-09-20
100.62,66.99,6.6695,1.3177,2016-09-21
100.8,66.6,6.663,1.3082,2016-09-22
101.04,66.66,6.669,1.3122,2016-09-23
100.34,66.56,6.6683,1.3086,2016-09-26
100.36,66.5,6.6691,1.3058,2016-09-27
100.57,66.5,6.673,1.3057,2016-09-28
101.48,66.72,6.665,1.3028,2016-09-29
101.21,66.58,6.6685,1.3043,2016-09-30
101.54,66.52,6.6685,1.3048,2016-10-03
102.66,66.49,6.6685,1.3082,2016-10-04
103.53,66.53,6.6685,1.3127,2016-10-05
104.02,66.7,6.6685,1.3193,2016-10-06
103.42,66.61,6.6685,1.3235,2016-10-07
103.36,66.81,6.719,1.3254,2016-10-11
104.48,66.85,6.718,1.324,2016-10-12
103.62,66.84,6.7248,1.3231,2016-10-13
104.1,66.69,6.7277,1.3141,2016-10-14
103.96,66.8,6.735,1.3113,2016-10-17
103.8,66.71,6.7401,1.3023,2016-10-18
103.3,66.64,6.737,1.2962,2016-10-19
103.92,66.83,6.7439,1.3089,2016-10-20
103.96,66.94,6.7654,1.3163,2016-10-21
104.2,66.89,6.7728,1.3153,2016-10-24
104.25,66.8,6.778,1.3068,2016-10-25
104.42,66.83,6.7706,1.306,2016-10-26
105.14,66.85,6.7819,1.3148,2016-10-27
105.4,66.78,6.776,1.3196,2016-10-28
105.07,66.72,6.7735,1.3139,2016-10-31
104.59,66.7,6.763,1.3057,2016-11-01
103.22,66.66,6.7606,1.3043,2016-11-02
103.17,66.68,6.7612,1.3019,2016-11-03
103.02,66.75,6.7534,1.304,2016-11-04
104.6,66.73,6.774,1.2987,2016-11-07
104.98,66.39,6.784,1.2932,2016-11-08
104.84,66.48,6.7769,1.3031,2016-11-09
106.56,66.86,6.7987,1.3175,2016-11-10
108.3,67.78,6.8447,1.3277,2016-11-14
108.94,67.8,6.8556,1.3263,2016-11-15
109.16,68.07,6.877,1.3348,2016-11-16
109.64,67.93,6.8674,1.3414,2016-11-17
110.51,68.12,6.8873,1.3615,2016-11-18
111.12,68.23,6.8918,1.3592,2016-11-21
110.98,68.4,6.888,1.3535,2016-11-22
112.58,68.86,6.9195,1.353,2016-11-23
113.17,68.59,6.9176,1.3468,2016-11-25
112.36,68.56,6.9055,1.3373,2016-11-28
112.78,68.64,6.8933,1.3389,2016-11-29
114.34,68.56,6.8837,1.3537,2016-11-30
114.34,68.29,6.883,1.3493,2016-12-01
113.76,68.04,6.883,1.3432,2016-12-02
114.1,68.06,6.8775,1.3376,2016-12-05
113.98,67.72,6.879,1.3416,2016-12-06
113.5,67.5,6.878,1.3371,2016-12-07
114.16,67.42,6.8771,1.3426,2016-12-08
115.17,67.51,6.9042,1.3437,2016-12-09
115.34,67.38,6.9045,1.3358,2016-12-12
115.26,67.47,6.8984,1.3344,2016-12-13
115.06,67.43,6.9025,1.3312,2016-12-14
118.32,67.91,6.941,1.3618,2016-12-15
117.74,67.82,6.958,1.3702,2016-12-16
116.6,67.83,6.9506,1.3767,2016-12-19
117.86,67.97,6.947,1.3789,2016-12-20
117.79,67.82,6.939,1.3805,2016-12-21
117.48,67.86,6.9473,1.3858,2016-12-22
117.22,67.84,6.9432,1.3939,2016-12-23
117.52,68.01,6.9491,1.391,2016-12-27
117.66,68.2,6.9559,1.3918,2016-12-28
116.32,67.91,6.9535,1.385,2016-12-29
116.78,67.92,6.943,1.3831,2016-12-30
117.68,68.37,6.9575,1.3829,2017-01-03
117.38,67.9,6.9322,1.3755,2017-01-04
115.46,67.74,6.887,1.3635,2017-01-05
116.85,68.12,6.9176,1.3689,2017-01-06
116.07,68.08,6.935,1.358,2017-01-09
115.74,68.25,6.918,1.3569,2017-01-10
116.26,68.39,6.9365,1.3514,2017-01-11
113.87,67.99,6.889,1.3319,2017-01-12
115.03,68.16,6.8985,1.3367,2017-01-13
112.96,67.9,6.852,1.3263,2017-01-17
113.4,68.12,6.836,1.324,2017-01-18
115.3,68.1,6.868,1.3254,2017-01-19
112.9,68.11,6.8514,1.3221,2017-01-23
113.63,68.12,6.8555,1.3186,2017-01-24
113.6,68.04,6.8812,1.3219,2017-01-25
114.7,68.17,6.8768,1.3278,2017-01-26
115.16,68.06,6.8768,1.3247,2017-01-27
113.86,67.8,6.8768,1.3235,2017-01-30
112.72,67.48,6.8768,1.3189,2017-01-31
113.29,67.4,6.8768,1.3221,2017-02-01
112.48,67.2,6.8768,1.3033,2017-02-02
112.42,67.18,6.865,1.3011,2017-02-03
112.32,67.2,6.86,1.3087,2017-02-06
112.14,67.35,6.8821,1.3096,2017-02-07
111.74,67.04,6.87,1.3075,2017-02-08
113.24,66.71,6.866,1.3118,2017-02-09
113.22,66.8,6.8775,1.3011,2017-02-10
113.79,66.99,6.8776,1.3082,2017-02-13
114.34,66.88,6.8649,1.3092,2017-02-14
114.17,66.85,6.8685,1.299,2017-02-15
113.36,67.12,6.8517,1.2997,2017-02-16
112.86,67.09,6.864,1.306,2017-02-17
113.48,67,6.881,1.3034,2017-02-21
113.46,66.95,6.8765,1.3016,2017-02-22
112.68,66.68,6.8622,1.296,2017-02-23
112.26,66.68,6.8645,1.3019,2017-02-24
112.01,66.69,6.8675,1.2999,2017-02-27
112.06,66.67,6.8665,1.3011,2017-02-28
113.66,66.83,6.8794,1.3048,2017-03-01
114.45,66.75,6.8868,1.3196,2017-03-02
114.6,66.76,6.8954,1.3229,2017-03-03
113.92,66.64,6.8955,1.3187,2017-03-06
113.99,66.62,6.9,1.3153,2017-03-07
114.58,66.76,6.9113,1.3256,2017-03-08
114.71,66.64,6.9086,1.3303,2017-03-09
115.02,66.6,6.905,1.3278,2017-03-10
114.61,66.15,6.905,1.3191,2017-03-13
114.63,65.76,6.913,1.3201,2017-03-14
114.66,65.62,6.9132,1.317,2017-03-15
113.02,65.4,6.913,1.3033,2017-03-16
112.67,65.38,6.9,1.3004,2017-03-17
112.59,65.3,6.905,1.2932,2017-03-20
111.9,65.31,6.883,1.2958,2017-03-21
111.06,65.45,6.8785,1.3031,2017-03-22
111.12,65.41,6.8843,1.3082,2017-03-23
111.03,65.4,6.8803,1.3125,2017-03-24
110.48,65.05,6.8687,1.3118,2017-03-27
110.56,65.02,6.8779,1.307,2017-03-28
111.05,64.87,6.8879,1.3055,2017-03-29
111.36,64.85,6.887,1.3045,2017-03-30
111.41,64.85,6.8832,1.3092,2017-03-31
110.96,65.03,6.8832,1.3156,2017-04-03
110.74,65.1,6.8832,1.3215,2017-04-04
111.2,64.87,6.892,1.3201,2017-04-05
111.02,64.58,6.8955,1.3247,2017-04-06
110.76,64.26,6.8978,1.3305,2017-04-07
110.95,64.55,6.8988,1.3333,2017-04-10
109.74,64.55,6.8893,1.3339,2017-04-11
109.54,64.68,6.889,1.336,2017-04-12
109.23,64.42,6.8865,1.3184,2017-04-13
108.63,64.42,6.8835,1.3201,2017-04-14
108.46,64.53,6.88,1.3151,2017-04-17
108.4,64.56,6.8778,1.324,2017-04-18
109.06,64.62,6.886,1.3333,2017-04-19
109.34,64.61,6.88,1.3263,2017-04-20
109.08,64.65,6.8845,1.3264,2017-04-21
109.74,64.48,6.884,1.3231,2017-04-24
110.88,64.32,6.8824,1.3266,2017-04-25
111.52,64.08,6.8918,1.3401,2017-04-26
111.13,64.14,6.8958,1.3419,2017-04-27
111.44,64.27,6.89,1.3378,2017-04-28
111.78,64.25,6.89,1.3273,2017-05-01
112.06,64.16,6.8949,1.3293,2017-05-02
112.34,64.17,6.8968,1.3421,2017-05-03
112.7,64.22,6.8959,1.3508,2017-05-04
112.63,64.31,6.9021,1.3488,2017-05-05
112.84,64.32,6.904,1.3539,2017-05-08
114.19,64.66,6.906,1.3602,2017-05-09
114.02,64.53,6.9011,1.3545,2017-05-10
113.77,64.43,6.9033,1.3561,2017-05-11
113.3,64.24,6.8972,1.3519,2017-05-12
113.54,64.04,6.89,1.3468,2017-05-15
113.24,64.03,6.884,1.3461,2017-05-16
111.46,64.11,6.8773,1.3466,2017-05-17
110.82,64.87,6.888,1.3455,2017-05-18
111.47,64.56,6.883,1.3425,2017-05-19
111.15,64.53,6.8828,1.3376,2017-05-22
111.64,64.85,6.888,1.336,2017-05-23
112.02,64.74,6.8883,1.3399,2017-05-24
